customer_id,weekly_visits,session_time_minutes,page_views,app_opens
2483,16,12.28,48.0,11
2484,7,17.08,21.0,8
2485,9,12.45,36.0,11
2486,6,25.58,12.0,5
2487,5,15.98,20.0,4
2488,13,15.89,26.0,11
2489,1,20.82,2.0,1
2490,4,20.89,12.0,4
2491,17,20.33,68.0,14
2492,7,13.89,21.0,6
2493,4,11.7,8.0,5
2494,8,11.48,16.0,9
2495,7,13.37,21.0,6
2496,7,10.76,28.0,8
2497,2,19.01,6.0,2
2498,10,,20.0,10
2499,6,16.86,12.0,6
2500,9,10.19,36.0,6
2501,12,19.32,36.0,14
2502,13,19.27,39.0,10
2503,5,4.31,20.0,5
2504,5,12.98,15.0,5
2505,7,17.35,21.0,5
2506,18,18.62,72.0,13
2507,12,5.26,24.0,11
2508,3,21.38,6.0,2
2509,1,15.89,3.0,1
2510,11,21.26,33.0,13
2511,9,15.76,36.0,9
2512,6,14.19,12.0,6
2513,4,15.18,8.0,3
2514,7,19.33,28.0,6
2515,12,24.85,48.0,14
2516,9,19.18,36.0,10
2517,17,7.98,51.0,15
2518,11,14.15,33.0,11
2519,7,20.07,14.0,5
2520,17,8.77,34.0,20
2521,2,21.86,4.0,2
2522,7,17.06,14.0,8
2523,3,14.69,6.0,3
2524,10,27.72,40.0,11
2525,5,16.91,20.0,5
2526,9,21.52,27.0,7
2527,2,8.13,8.0,2
2528,6,9.63,12.0,4
2529,5,22.85,20.0,5
2530,9,11.3,27.0,9
2531,11,22.89,33.0,8
2532,8,14.58,24.0,7
2533,8,18.84,32.0,7
2534,15,29.47,30.0,11
2535,9,6.2,18.0,8
2536,5,12.72,15.0,5
2537,3,10.07,6.0,3
2538,9,11.71,36.0,11
2539,5,4.44,15.0,5
2540,11,15.15,22.0,8
2541,3,,9.0,2
2542,11,11.46,44.0,10
2543,3,17.13,12.0,3
2544,9,13.46,18.0,8
2545,3,6.3,9.0,3
2546,4,12.7,16.0,4
2547,10,13.36,30.0,9
2548,5,11.82,15.0,4
2549,5,18.6,20.0,6
2550,3,17.95,6.0,2
2551,15,7.56,45.0,18
2552,8,18.38,16.0,9
2553,4,13.95,16.0,3
2554,9,7.17,36.0,8
2555,6,13.16,18.0,4
2556,12,17.89,36.0,9
2557,3,23.16,12.0,2
2558,4,16.78,8.0,3
2559,4,21.18,12.0,4
2560,7,24.73,14.0,8
2561,13,6.75,52.0,10
2562,6,10.74,12.0,4
2563,7,14.83,21.0,6
2564,8,21.14,16.0,9
2565,5,13.12,10.0,5
2566,11,9.28,33.0,11
2567,2,12.76,8.0,1
2568,2,17.74,4.0,1
2569,4,13.05,8.0,4
2570,22,6.56,66.0,24
2571,2,14.0,6.0,2
2572,5,8.03,10.0,6
2573,5,20.74,10.0,6
2574,7,20.01,21.0,7
2575,12,18.86,24.0,14
2576,5,13.35,20.0,4
2577,20,26.34,40.0,23
2578,7,20.91,21.0,7
2579,3,12.62,9.0,2
2580,2,19.83,6.0,2
2581,9,20.83,27.0,7
2582,8,14.88,32.0,8
2583,8,15.52,32.0,8
2584,10,25.12,30.0,11
2585,8,15.06,32.0,9
2586,7,14.15,28.0,8
2587,4,18.24,8.0,3
2588,2,14.07,6.0,2
2589,6,14.78,12.0,5
2590,3,9.36,9.0,3
2591,9,14.69,36.0,7
2592,3,15.07,6.0,3
2593,2,19.3,6.0,1
2594,13,18.8,39.0,16
2595,7,13.94,14.0,7
2596,3,15.03,9.0,3
2597,13,10.68,26.0,11
2598,5,9.69,20.0,6
2599,7,16.87,14.0,5
2600,4,,16.0,5
2601,6,13.63,24.0,5
2602,14,18.33,28.0,17
2603,7,19.01,21.0,5
2604,9,8.15,36.0,8
2605,12,18.27,24.0,11
2606,3,10.89,9.0,3
2607,8,8.05,16.0,5
2608,2,17.15,8.0,1
2609,6,14.58,24.0,5
2610,8,27.88,16.0,6
2611,8,16.91,16.0,8
2612,3,21.7,9.0,2
2613,4,13.36,16.0,3
2614,8,12.54,32.0,7
2615,11,15.01,44.0,13
2616,7,23.82,28.0,7
2617,13,15.44,26.0,9
2618,3,12.83,12.0,2
2619,3,14.34,9.0,2
2620,3,12.38,9.0,2
2621,19,35.8,38.0,18
2622,7,23.72,28.0,8
2623,6,9.01,12.0,5
2624,8,13.23,32.0,9
2625,9,15.74,36.0,7
2626,3,13.22,6.0,2
2627,3,14.63,9.0,3
2628,8,4.16,16.0,10
2629,3,14.92,6.0,3
2630,1,22.32,2.0,1
2631,7,7.95,,5
2632,9,13.22,18.0,11
2633,14,12.36,56.0,15
2634,7,4.48,14.0,7
2635,7,6.16,21.0,6
2636,10,12.24,40.0,9
2637,15,16.48,30.0,17
2638,23,15.54,69.0,18
2639,12,2.12,36.0,13
2640,6,13.12,24.0,7
2641,10,9.14,30.0,12
2642,1,11.77,3.0,1
2643,5,11.24,15.0,6
2644,8,9.53,32.0,9
2645,4,21.67,8.0,4
2646,10,18.97,20.0,8
2647,8,27.94,16.0,9
2648,5,13.29,10.0,4
2649,11,23.48,44.0,10
2650,8,12.49,32.0,9
2651,7,22.04,21.0,8
2652,17,9.74,68.0,13
2653,7,17.38,28.0,6
2654,5,,15.0,4
2655,7,19.94,14.0,8
2656,10,19.72,20.0,12
2657,7,24.29,14.0,6
2658,5,21.87,20.0,5
2659,4,16.97,12.0,3
2660,7,14.6,14.0,8
2661,18,25.14,36.0,12
2662,10,19.62,20.0,8
2663,4,16.72,12.0,4
2664,5,22.43,15.0,6
2665,11,19.62,22.0,11
2666,2,14.86,4.0,2
2667,5,17.82,10.0,5
2668,4,19.96,12.0,5
2669,9,8.77,18.0,8
2670,8,13.76,24.0,9
2671,3,15.06,6.0,3
2672,5,11.66,20.0,4
2673,5,11.63,15.0,4
2674,3,21.0,,3
2675,9,20.08,36.0,10
2676,5,20.34,15.0,3
2677,5,22.73,15.0,4
2678,14,13.07,42.0,13
2679,3,12.73,9.0,2
2680,7,18.98,28.0,5
2681,4,12.21,8.0,4
2682,11,11.51,33.0,14
2683,3,26.88,12.0,3
2684,9,22.29,36.0,10
2685,8,19.68,32.0,8
2686,5,15.99,10.0,5
2687,1,14.12,4.0,1
2688,12,15.16,24.0,13
2689,3,13.7,9.0,3
2690,10,14.71,30.0,8
2691,10,12.63,40.0,10
2692,7,18.62,21.0,6
2693,6,19.01,24.0,4
2694,8,18.8,24.0,9
2695,5,11.16,20.0,4
2696,19,20.29,76.0,16
2697,4,22.84,16.0,4
2698,4,14.88,12.0,4
2699,10,17.04,30.0,10
2700,16,20.09,32.0,14
2701,4,11.14,16.0,3
2702,6,22.83,12.0,5
2703,0,16.14,0.0,1
2704,7,13.42,14.0,4
2705,7,22.05,28.0,7
2706,8,4.12,24.0,5
2707,11,19.77,44.0,9
2708,10,12.76,20.0,11
2709,15,24.68,60.0,15
2710,6,19.51,18.0,5
2711,4,16.59,12.0,2
2712,12,23.98,24.0,9
2713,4,15.36,12.0,3
2714,6,8.53,18.0,6
2715,11,7.09,33.0,13
2716,8,15.94,24.0,8
2717,5,12.84,15.0,5
2718,14,17.12,28.0,11
2719,1,0.21,3.0,1
2720,7,17.13,,7
2721,4,14.41,12.0,3
2722,4,18.49,12.0,3
2723,3,15.45,12.0,3
2724,19,11.24,38.0,15
2725,8,12.71,16.0,7
2726,12,10.25,48.0,13
2727,8,11.49,32.0,8
2728,8,11.55,32.0,6
2729,7,16.56,21.0,7
2730,9,11.6,36.0,8
2731,7,15.95,14.0,6
2732,3,11.16,12.0,2
2733,15,17.0,30.0,15
2734,6,20.28,24.0,5
2735,16,19.83,48.0,19
2736,8,22.08,24.0,6
2737,9,17.12,27.0,6
2738,7,17.78,28.0,9
2739,19,13.12,38.0,21
2740,2,11.09,6.0,1
2741,7,18.05,21.0,5
2742,4,8.84,16.0,3
2743,12,11.43,36.0,9
2744,5,17.48,10.0,4
2745,14,,42.0,17
2746,16,19.36,48.0,16
2747,9,23.71,36.0,8
2748,4,17.44,8.0,3
2749,4,15.57,16.0,4
2750,6,13.51,18.0,4
2751,4,23.33,16.0,2
2752,12,18.73,48.0,11
2753,4,18.95,8.0,4
2754,12,10.76,36.0,14
2755,5,21.35,20.0,4
2756,9,13.93,36.0,8
2757,7,20.15,14.0,7
2758,5,16.28,15.0,3
2759,5,11.38,15.0,3
2760,5,18.24,10.0,5
2761,1,15.43,3.0,1
2762,22,27.59,44.0,18
2763,5,23.97,10.0,3
2764,7,11.64,,8
2765,5,13.0,10.0,3
2766,7,13.9,14.0,6
2767,5,17.49,10.0,4
2768,6,14.39,12.0,5
2769,6,13.18,24.0,4
2770,7,23.57,14.0,7
2771,6,15.45,18.0,4
2772,3,19.39,6.0,2
2773,3,11.09,6.0,2
2774,2,15.96,6.0,1
2775,5,17.55,10.0,5
2776,10,20.35,40.0,8
2777,10,16.73,40.0,10
2778,6,9.14,24.0,6
2779,11,14.53,44.0,9
2780,5,24.42,20.0,5
2781,6,7.47,24.0,7
2782,5,13.73,15.0,4
2783,2,16.2,6.0,1
2784,5,11.77,20.0,3
2785,13,29.95,52.0,13
2786,4,22.5,8.0,3
2787,14,6.27,56.0,13
2788,1,19.5,3.0,1
2789,3,15.43,12.0,2
2790,22,23.28,66.0,23
2791,1,13.57,2.0,1
2792,9,23.51,36.0,9
2793,17,9.3,68.0,16
2794,12,15.9,48.0,13
2795,13,9.58,39.0,11
2796,8,24.83,16.0,6
2797,4,11.66,12.0,4
2798,2,16.17,8.0,1
2799,17,16.81,34.0,17
2800,29,16.22,58.0,23
2801,8,22.46,,6
2802,2,16.29,4.0,1
2803,10,14.68,30.0,8
2804,8,13.05,16.0,10
2805,3,4.37,12.0,2
2806,7,17.64,14.0,7
2807,7,16.65,21.0,5
2808,11,10.66,22.0,11
2809,3,17.7,9.0,2
2810,6,17.26,24.0,6
2811,6,24.02,24.0,4
2812,13,14.85,26.0,10
2813,5,19.24,20.0,6
2814,5,10.41,10.0,5
2815,6,13.02,12.0,5
2816,5,17.88,15.0,3
2817,20,17.52,40.0,18
2818,9,3.2,18.0,11
2819,17,8.05,51.0,21
2820,4,17.24,16.0,4
2821,7,14.17,14.0,7
2822,2,21.61,8.0,1
2823,9,12.74,18.0,7
2824,7,29.52,28.0,7
2825,9,17.68,27.0,10
2826,4,20.86,16.0,2
2827,2,18.65,4.0,1
2828,7,19.91,21.0,7
2829,18,15.34,36.0,22
2830,4,13.72,12.0,3
2831,5,21.06,20.0,4
2832,14,28.79,42.0,11
2833,7,10.82,14.0,7
2834,4,19.29,8.0,4
2835,3,15.46,6.0,3
2836,3,8.44,9.0,3
2837,9,13.21,27.0,6
2838,16,6.33,64.0,12
2839,4,14.36,,4
2840,10,22.81,30.0,7
2841,5,,10.0,5
2842,5,15.34,10.0,5
2843,15,10.41,60.0,10
2844,4,10.31,16.0,3
2845,12,13.98,48.0,14
2846,9,16.54,27.0,10
2847,8,14.61,16.0,7
2848,0,19.54,0.0,1
2849,7,11.84,21.0,5
2850,15,12.32,30.0,13
2851,1,14.68,3.0,1
2852,1,,2.0,1
2853,6,15.63,18.0,5
2854,9,11.41,18.0,7
2855,5,12.96,10.0,5
2856,3,17.51,12.0,2
2857,17,13.66,68.0,17
2858,5,19.65,15.0,5
2859,8,19.78,16.0,8
2860,10,16.23,20.0,12
2861,14,12.66,28.0,17
2862,3,24.92,12.0,3
2863,4,15.93,,3
2864,3,13.7,6.0,2
2865,4,16.1,8.0,3
2866,11,18.36,22.0,13
2867,5,21.86,15.0,3
2868,3,19.65,12.0,2
2869,4,14.89,12.0,5
2870,8,20.68,24.0,5
2871,10,8.88,30.0,12
2872,11,24.86,22.0,12
2873,5,12.6,15.0,5
2874,4,18.25,16.0,3
2875,3,10.59,9.0,2
2876,6,10.43,24.0,6
2877,14,13.89,42.0,17
2878,5,16.21,10.0,5
2879,5,12.19,20.0,6
2880,4,17.7,16.0,3
2881,12,26.95,48.0,10
2882,9,12.85,36.0,8
2883,7,7.42,28.0,8
2884,3,8.46,12.0,3
2885,9,19.83,27.0,11
2886,6,12.71,18.0,4
2887,8,21.62,16.0,10
2888,5,17.65,10.0,5
2889,7,20.48,14.0,6
2890,4,4.73,12.0,3
2891,10,18.15,30.0,7
2892,4,12.58,16.0,4
2893,5,15.31,,3
2894,5,22.44,20.0,3
2895,3,15.21,9.0,2
2896,9,9.06,27.0,6
2897,5,12.18,20.0,5
2898,13,13.51,39.0,16
2899,3,12.14,12.0,3
2900,5,9.98,15.0,4
2901,19,24.77,76.0,19
2902,5,19.45,10.0,5
2903,9,13.14,18.0,6
2904,8,15.92,16.0,6
2905,8,13.38,32.0,7
2906,5,14.18,20.0,4
2907,7,14.87,21.0,6
2908,17,17.49,51.0,16
2909,4,14.54,8.0,3
2910,9,23.5,18.0,10
2911,9,18.14,18.0,8
2912,5,13.91,10.0,6
2913,11,26.86,22.0,10
2914,8,24.39,24.0,5
2915,5,17.08,15.0,6
2916,4,18.46,12.0,5
2917,9,25.79,27.0,10
2918,22,8.82,66.0,23
2919,4,12.37,8.0,3
2920,15,14.33,30.0,14
2921,7,18.09,21.0,7
2922,9,18.31,36.0,9
2923,10,20.55,30.0,8
2924,10,30.06,40.0,7
2925,12,12.05,24.0,9
2926,6,17.26,24.0,7
2927,2,19.39,8.0,1
2928,9,21.27,18.0,9
2929,3,10.01,12.0,2
2930,5,11.31,10.0,4
2931,15,12.87,60.0,13
2932,6,17.72,18.0,6
2933,4,12.89,16.0,2
2934,4,25.99,12.0,4
2935,12,14.23,24.0,11
2936,5,23.29,10.0,5
2937,6,8.48,24.0,6
2938,12,17.42,24.0,9
2939,10,6.48,40.0,9
2940,4,13.99,16.0,3
2941,7,26.1,28.0,7
2942,7,8.72,21.0,5
2943,10,10.3,40.0,11
2944,3,11.93,6.0,3
2945,3,7.5,12.0,3
2946,4,22.51,16.0,3
2947,6,20.76,12.0,6
2948,4,19.7,12.0,4
2949,11,18.1,22.0,13
2950,5,15.2,20.0,4
2951,5,13.26,20.0,6
2952,9,,18.0,6
2953,7,21.42,21.0,5
2954,8,14.69,32.0,9
2955,2,17.42,8.0,2
2956,7,8.93,21.0,5
2957,6,19.09,24.0,6
2958,16,15.16,64.0,20
2959,2,16.09,8.0,2
2960,4,5.03,8.0,3
2961,4,17.04,8.0,4
2962,6,11.3,24.0,4
2963,15,16.79,30.0,15
2964,8,22.06,24.0,10
2965,6,16.53,12.0,6
2966,5,14.52,,3
2967,6,3.82,18.0,4
2968,9,14.94,18.0,9
2969,8,21.46,24.0,8
2970,6,17.99,24.0,5
2971,5,1.23,20.0,3
2972,9,12.4,27.0,9
2973,8,10.26,16.0,7
2974,3,16.64,6.0,3
2975,9,14.91,36.0,9
2976,10,16.04,40.0,10
2977,6,20.65,12.0,4
2978,3,20.31,12.0,3
2979,1,12.83,3.0,1
2980,19,4.5,76.0,15
2981,2,23.71,4.0,1
2982,5,15.65,20.0,3
2983,7,26.57,14.0,5
2984,12,18.13,36.0,11
2985,9,6.56,27.0,7
2986,6,14.9,12.0,4
2987,11,20.14,33.0,11
2988,11,18.96,33.0,8
2989,4,12.9,12.0,4
2990,12,20.85,36.0,10
2991,3,15.42,9.0,3
2992,6,11.02,18.0,7
2993,7,19.7,14.0,8
2994,5,15.93,15.0,4
2995,7,16.34,14.0,5
2996,9,17.43,27.0,6
2997,5,16.15,10.0,5
2998,6,13.62,18.0,7
2999,8,11.4,16.0,8
3000,4,15.63,16.0,3
3001,4,15.01,12.0,4
3002,4,16.65,16.0,5
3003,4,20.57,16.0,4
3004,4,12.55,16.0,3
3005,6,19.86,12.0,6
3006,7,20.07,21.0,5
3007,8,18.82,16.0,9
3008,10,14.64,30.0,9
3009,2,14.47,4.0,2
3010,8,21.56,16.0,6
3011,7,14.45,14.0,7
3012,10,13.02,40.0,8
3013,7,7.83,14.0,9
3014,3,20.33,12.0,3
3015,13,16.33,52.0,14
3016,0,13.18,0.0,1
3017,4,20.59,16.0,4
3018,5,10.25,15.0,5
3019,5,7.98,15.0,5
3020,6,18.11,12.0,4
3021,1,22.7,4.0,1
3022,3,,9.0,2
3023,4,19.46,16.0,4
3024,7,20.15,14.0,5
3025,2,11.08,4.0,1
3026,6,12.7,18.0,7
3027,7,14.83,14.0,5
3028,5,11.74,20.0,6
3029,7,11.56,28.0,7
3030,4,20.79,8.0,3
3031,5,11.74,15.0,3
3032,6,12.31,18.0,6
3033,11,17.82,22.0,9
3034,1,16.55,2.0,1
3035,14,12.54,28.0,10
3036,9,21.28,36.0,10
3037,4,14.95,16.0,4
3038,8,19.81,24.0,6
3039,11,18.87,,11
3040,5,19.03,20.0,6
3041,10,16.49,40.0,11
3042,4,21.48,12.0,4
3043,8,10.21,16.0,8
3044,4,16.92,16.0,3
3045,4,14.98,12.0,4
3046,4,18.16,8.0,3
3047,6,17.91,24.0,7
3048,5,17.71,10.0,5
3049,8,8.67,24.0,7
3050,7,14.74,21.0,8
3051,8,14.84,32.0,9
3052,15,18.96,30.0,14
3053,8,23.43,16.0,6
3054,19,13.98,76.0,22
3055,4,9.61,16.0,3
3056,3,20.79,6.0,3
3057,7,12.66,28.0,8
3058,4,6.96,8.0,4
3059,6,14.93,18.0,7
3060,4,3.85,8.0,3
3061,8,11.49,16.0,7
3062,5,8.2,10.0,4
3063,19,4.96,76.0,17
3064,5,9.15,20.0,5
3065,7,21.82,28.0,6
3066,2,15.25,6.0,1
3067,12,22.27,36.0,11
3068,12,15.24,24.0,10
3069,4,15.65,,3
3070,4,12.75,12.0,4
3071,6,12.74,12.0,4
3072,2,14.39,6.0,1
3073,21,22.28,63.0,26
3074,7,17.33,21.0,7
3075,10,24.01,40.0,9
3076,10,,40.0,11
3077,4,13.39,8.0,3
3078,4,13.82,12.0,5
3079,3,16.09,12.0,3
3080,10,22.81,40.0,10
3081,8,12.78,24.0,5
3082,4,12.25,16.0,2
3083,10,19.35,30.0,10
3084,13,12.45,26.0,13
3085,5,21.68,20.0,4
3086,4,18.83,12.0,4
3087,11,12.34,33.0,12
3088,8,8.64,24.0,9
3089,14,15.32,28.0,16
3090,3,17.26,6.0,2
3091,12,21.11,36.0,12
3092,4,15.32,8.0,3
3093,7,10.44,28.0,8
3094,9,30.35,27.0,7
3095,6,16.17,18.0,6
3096,9,13.27,18.0,6
3097,12,20.01,24.0,11
3098,4,16.15,16.0,3
3099,4,17.38,8.0,4
3100,14,18.78,28.0,11
3101,7,12.41,21.0,8
3102,7,17.54,28.0,8
3103,4,33.26,16.0,4
3104,6,12.88,18.0,5
3105,10,16.57,40.0,8
3106,6,19.54,24.0,6
3107,6,19.37,24.0,5
3108,8,16.4,32.0,9
3109,1,12.1,4.0,1
3110,12,11.67,36.0,13
3111,9,18.0,,7
3112,6,16.41,18.0,6
3113,6,20.51,12.0,4
3114,4,12.46,8.0,4
3115,9,13.06,36.0,11
3116,4,14.08,16.0,4
3117,1,19.64,4.0,1
3118,8,13.1,16.0,6
3119,4,14.18,16.0,3
3120,22,7.9,44.0,27
3121,11,23.91,33.0,12
3122,10,24.48,30.0,10
3123,2,16.76,4.0,2
3124,8,20.69,24.0,7
3125,7,15.09,14.0,8
3126,24,12.72,72.0,19
3127,2,14.13,4.0,2
3128,3,14.72,6.0,2
3129,11,11.71,22.0,9
3130,3,22.2,9.0,3
3131,7,17.54,14.0,6
3132,7,14.48,28.0,5
3133,3,,12.0,2
3134,11,9.99,44.0,11
3135,7,13.69,28.0,8
3136,13,11.74,26.0,13
3137,26,22.12,52.0,32
3138,7,17.3,28.0,7
3139,6,8.57,18.0,5
3140,8,22.59,32.0,8
3141,14,13.68,42.0,10
3142,8,22.05,16.0,8
3143,14,19.5,42.0,11
3144,7,10.57,21.0,5
3145,3,6.68,9.0,3
3146,9,9.83,27.0,8
3147,7,17.72,14.0,7
3148,9,18.93,27.0,6
3149,7,18.81,14.0,7
3150,9,22.43,27.0,8
3151,14,12.5,56.0,17
3152,14,6.72,42.0,12
3153,7,13.44,28.0,6
3154,7,5.06,28.0,4
3155,2,14.13,8.0,2
3156,7,11.5,28.0,8
3157,2,18.64,4.0,1
3158,4,24.31,12.0,3
3159,9,17.17,18.0,11
3160,4,13.6,8.0,4
3161,3,15.75,9.0,2
3162,4,9.31,12.0,5
3163,7,17.97,14.0,4
3164,7,18.99,14.0,7
3165,2,8.12,4.0,1
3166,4,17.88,8.0,4
3167,2,13.27,4.0,2
3168,18,17.55,36.0,16
3169,7,15.54,14.0,5
3170,14,18.49,28.0,11
3171,4,13.45,8.0,3
3172,12,22.72,24.0,12
3173,5,5.28,20.0,3
3174,17,17.23,51.0,12
3175,8,11.53,24.0,9
3176,8,15.9,32.0,6
3177,5,8.72,20.0,4
3178,7,14.5,21.0,5
3179,4,22.7,12.0,5
3180,18,28.22,36.0,12
3181,4,12.91,8.0,4
3182,6,12.85,24.0,4
3183,6,9.49,24.0,5
3184,8,11.39,32.0,8
3185,9,18.84,36.0,7
3186,8,20.84,32.0,9
3187,11,11.66,33.0,10
3188,4,3.5,16.0,4
3189,12,21.37,24.0,14
3190,4,16.63,16.0,4
3191,11,28.26,33.0,13
3192,8,12.27,32.0,6
3193,5,20.1,10.0,6
3194,8,6.39,16.0,7
3195,3,11.2,6.0,2
3196,6,21.39,12.0,7
3197,6,10.34,18.0,7
3198,4,20.24,16.0,3
3199,12,14.91,48.0,15
3200,8,19.96,24.0,6
3201,11,9.72,22.0,13
3202,17,24.88,51.0,19
3203,6,21.01,18.0,6
3204,6,17.41,24.0,7
3205,7,18.56,21.0,8
3206,8,,24.0,10
3207,16,20.84,32.0,18
3208,24,28.69,72.0,28
3209,9,19.86,27.0,10
3210,13,23.39,39.0,14
3211,17,20.41,51.0,20
3212,8,19.03,32.0,7
3213,13,20.57,39.0,15
3214,12,31.91,48.0,11
3215,2,18.81,6.0,2
3216,4,13.54,,3
3217,6,24.75,24.0,6
3218,11,10.55,22.0,13
3219,13,17.11,52.0,11
3220,3,12.71,9.0,3
3221,9,0.84,27.0,10
3222,3,20.9,9.0,3
3223,17,13.91,34.0,17
3224,6,14.75,18.0,5
3225,20,26.71,40.0,17
3226,3,13.07,9.0,2
3227,9,28.41,36.0,7
3228,4,8.74,16.0,2
3229,7,19.46,21.0,7
3230,7,20.85,28.0,7
3231,3,18.66,12.0,3
3232,19,20.01,57.0,22
3233,7,21.73,21.0,6
3234,14,10.17,42.0,15
3235,2,15.75,6.0,1
3236,5,,20.0,4
3237,6,15.88,12.0,7
3238,5,12.05,15.0,3
3239,26,20.92,104.0,32
3240,9,18.92,36.0,8
3241,6,7.65,24.0,5
3242,6,11.35,18.0,4
3243,1,16.11,3.0,1
3244,4,21.01,16.0,3
3245,7,,21.0,6
3246,4,9.01,8.0,3
3247,28,,56.0,28
3248,6,17.76,12.0,4
3249,7,16.71,21.0,7
3250,2,11.44,8.0,2
3251,5,7.62,10.0,5
3252,6,19.54,24.0,4
3253,5,4.03,20.0,5
3254,7,13.57,21.0,7
3255,7,23.5,21.0,5
3256,9,16.47,27.0,9
3257,8,12.14,24.0,9
3258,5,15.39,15.0,6
3259,9,6.53,18.0,11
3260,6,18.62,24.0,4
3261,4,10.31,16.0,3
3262,9,18.32,36.0,8
3263,23,19.94,46.0,17
3264,9,14.35,18.0,11
3265,3,4.16,12.0,2
3266,4,18.69,16.0,3
3267,8,12.45,24.0,6
3268,8,19.12,16.0,9
3269,5,8.49,20.0,6
3270,4,13.92,12.0,3
3271,6,16.81,12.0,6
3272,2,23.92,6.0,1
3273,8,1.6,32.0,6
3274,8,14.96,16.0,9
3275,7,13.11,28.0,6
3276,6,14.63,24.0,6
3277,6,7.56,24.0,4
3278,5,14.19,15.0,6
3279,3,9.99,9.0,3
3280,14,7.07,56.0,10
3281,5,13.8,15.0,4
3282,7,15.58,14.0,8
3283,10,26.31,20.0,7
3284,4,13.13,16.0,3
3285,2,16.27,6.0,1
3286,4,15.94,12.0,3
3287,6,12.38,24.0,5
3288,11,17.63,22.0,7
3289,3,8.69,6.0,2
3290,10,23.67,30.0,10
3291,9,6.78,27.0,9
3292,8,12.58,24.0,5
3293,6,15.23,18.0,4
3294,6,14.31,12.0,7
3295,3,15.45,9.0,2
3296,6,11.22,24.0,5
3297,13,2.06,39.0,16
3298,4,11.5,12.0,3
3299,8,20.4,32.0,7
3300,6,18.83,12.0,6
3301,9,15.14,18.0,10
3302,3,19.59,6.0,3
3303,3,18.32,9.0,3
3304,6,5.38,24.0,6
3305,4,5.96,12.0,4
3306,10,12.85,40.0,9
3307,20,9.38,80.0,19
3308,6,7.49,18.0,5
3309,10,13.69,30.0,9
3310,3,3.81,12.0,3
3311,2,12.91,8.0,1
3312,11,20.66,22.0,13
3313,22,15.9,88.0,27
3314,10,15.05,40.0,8
3315,5,6.91,10.0,4
3316,6,13.16,18.0,6
3317,5,19.41,10.0,3
3318,5,4.01,15.0,4
3319,6,15.56,12.0,4
3320,6,18.51,18.0,5
3321,8,10.8,16.0,9
3322,9,14.35,18.0,9
3323,11,17.63,22.0,13
3324,7,17.17,21.0,7
3325,6,14.33,24.0,6
3326,16,17.61,64.0,12
3327,2,20.85,6.0,1
3328,11,21.23,44.0,12
3329,7,16.15,14.0,8
3330,3,29.0,9.0,2
3331,6,17.3,18.0,6
3332,4,11.97,8.0,4
3333,5,15.62,20.0,4
3334,13,26.24,,10
3335,6,23.94,18.0,5
3336,5,5.17,10.0,3
3337,10,14.1,30.0,11
3338,2,10.66,8.0,2
3339,9,19.14,27.0,9
3340,7,17.52,,8
3341,9,8.71,36.0,8
3342,19,35.4,38.0,13
3343,10,19.48,20.0,10
3344,4,18.14,16.0,5
3345,13,20.11,39.0,12
3346,14,25.72,56.0,14
3347,18,8.67,72.0,16
3348,5,20.21,15.0,5
3349,8,12.76,16.0,5
3350,5,10.65,15.0,5
3351,6,21.0,24.0,4
3352,6,7.04,12.0,7
3353,8,6.44,16.0,8
3354,11,14.57,44.0,9
3355,8,28.02,24.0,5
3356,20,22.56,80.0,20
3357,6,,18.0,7
3358,6,11.85,18.0,7
3359,12,18.97,36.0,13
3360,7,19.55,14.0,6
3361,16,18.34,64.0,12
3362,17,22.1,51.0,15
3363,3,9.35,12.0,2
3364,7,15.08,21.0,8
3365,3,15.82,6.0,2
3366,12,17.34,48.0,10
3367,5,14.07,10.0,4
3368,9,16.87,36.0,6
3369,10,9.52,40.0,10
3370,3,21.45,9.0,3
3371,25,18.6,100.0,20
3372,15,7.76,60.0,19
3373,15,21.0,60.0,15
3374,4,,12.0,5
3375,5,21.03,15.0,4
3376,5,17.44,20.0,4
3377,4,20.4,16.0,4
3378,4,16.73,8.0,5
3379,15,12.13,,14
3380,6,27.33,24.0,5
3381,27,24.5,81.0,32
3382,6,23.02,18.0,6
3383,7,10.41,,7
3384,10,19.31,40.0,10
3385,22,23.02,88.0,25
3386,11,13.95,44.0,11
3387,3,18.49,12.0,2
3388,12,18.49,36.0,9
3389,6,12.49,18.0,7
3390,9,8.94,18.0,7
3391,4,17.92,8.0,3
3392,3,10.3,6.0,3
3393,1,19.08,2.0,1
3394,13,14.64,26.0,10
3395,13,26.37,52.0,15
3396,5,19.31,20.0,4
3397,6,17.11,24.0,7
3398,5,9.4,20.0,4
3399,2,10.85,6.0,1
3400,9,17.92,18.0,6
3401,6,13.3,24.0,6
3402,2,18.72,8.0,2
3403,3,20.19,12.0,2
3404,8,17.8,16.0,7
3405,10,22.3,20.0,7
3406,7,22.13,21.0,7
3407,9,14.71,27.0,9
3408,4,5.21,8.0,3
3409,7,11.56,21.0,8
3410,8,19.12,32.0,7
3411,10,12.54,40.0,7
3412,4,7.27,12.0,4
3413,13,16.73,26.0,12
3414,10,18.22,30.0,10
3415,4,13.08,12.0,3
3416,9,18.07,18.0,11
3417,7,10.09,14.0,9
3418,4,21.42,16.0,4
3419,6,25.09,12.0,7
3420,18,20.72,36.0,15
