customer_id,recency_days,frequency,monetary,first_purchase,last_purchase,avg_order_value,r_score,f_score,m_score,rfm_score,segment,kmeans_cluster,kmeans_label
1808,52,16,821.27,2019-06-03,2023-11-07,51.329375,3,5,5,4.3,Loyal Customers,2,Premium
1809,34,13,532.17,2019-01-12,2023-11-25,40.93615384615384,4,5,3,3.85,Loyal Customers,2,Premium
1810,219,8,519.9300000000001,2019-07-15,2023-05-24,64.99125000000001,2,2,3,2.4000000000000004,At Risk,0,Low Value
1811,432,9,410.96,2019-12-24,2022-10-23,45.66222222222222,1,2,2,1.65,Lost,0,Low Value
1812,9,12,514.26,2019-04-10,2023-12-20,42.855,5,4,3,3.95,Loyal Customers,2,Premium
1813,302,9,702.21,2019-08-09,2023-03-02,78.02333333333334,1,2,4,2.45,Others,3,High Value
1814,144,5,111.07000000000001,2020-08-03,2023-08-07,22.214000000000002,2,1,1,1.35,Lost,0,Low Value
1815,128,7,286.55,2020-11-22,2023-08-23,40.93571428571429,2,1,1,1.35,Lost,0,Low Value
1816,290,6,367.13,2020-02-13,2023-03-14,61.18833333333333,1,1,2,1.4,Lost,0,Low Value
1817,26,2,67.23,2019-07-09,2023-12-03,33.615,4,1,1,2.05,Potential Loyalists,1,Mid Value
1818,16,14,586.01,2019-07-25,2023-12-13,41.85785714285714,5,5,4,4.6,Champions,2,Premium
1819,95,11,464.39,2019-07-09,2023-09-25,42.21727272727273,2,4,3,2.9000000000000004,Loyal Customers,3,High Value
1820,406,12,1010.85,2019-11-16,2022-11-18,84.2375,1,4,5,3.35,Others,3,High Value
1821,101,16,1537.8600000000001,2019-01-15,2023-09-19,96.11625000000001,2,5,5,3.95,Loyal Customers,3,High Value
1822,194,9,529.84,2019-12-20,2023-06-18,58.87111111111111,2,2,3,2.4000000000000004,At Risk,0,Low Value
1823,78,15,554.61,2019-06-13,2023-10-12,36.974000000000004,3,5,3,3.5,Loyal Customers,2,Premium
1824,44,13,524.53,2019-07-16,2023-11-15,40.348461538461535,4,5,3,3.85,Loyal Customers,2,Premium
1825,369,9,839.99,2019-11-06,2022-12-25,93.33222222222223,1,2,5,2.85,Others,3,High Value
1826,40,15,1055.21,2019-05-06,2023-11-19,70.34733333333334,4,5,5,4.65,Champions,2,Premium
1827,51,9,264.75,2020-01-21,2023-11-08,29.416666666666668,3,2,1,1.9499999999999997,Potential Loyalists,0,Low Value
1828,24,5,286.3,2019-01-14,2023-12-05,57.260000000000005,5,1,1,2.4,Potential Loyalists,1,Mid Value
1829,199,13,763.3199999999999,2019-09-07,2023-06-13,58.716923076923074,2,5,4,3.55,Loyal Customers,3,High Value
1830,763,6,298.07,2019-10-03,2021-11-26,49.678333333333335,1,1,1,1.0,Lost,0,Low Value
1831,40,9,528.27,2019-04-11,2023-11-19,58.696666666666665,4,2,3,3.1,Potential Loyalists,1,Mid Value
1832,692,8,248.48000000000002,2019-02-17,2022-02-05,31.060000000000002,1,2,1,1.25,Lost,0,Low Value
1833,46,9,832.5600000000001,2019-08-01,2023-11-13,92.50666666666667,3,2,5,3.55,At Risk,3,High Value
1834,276,14,1093.75,2019-09-01,2023-03-28,78.125,1,5,5,3.6,Others,3,High Value
1835,58,11,348.35,2019-10-11,2023-11-01,31.66818181818182,3,4,2,2.8499999999999996,At Risk,1,Mid Value
1836,250,7,202.4,2019-06-01,2023-04-23,28.914285714285715,1,1,1,1.0,Lost,0,Low Value
1837,49,14,982.21,2019-10-04,2023-11-10,70.15785714285714,3,5,5,4.3,Loyal Customers,2,Premium
1838,50,9,457.37,2019-11-20,2023-11-09,50.81888888888889,3,2,3,2.75,Potential Loyalists,1,Mid Value
1839,147,9,317.62,2019-01-17,2023-08-04,35.291111111111114,2,2,2,2.0,At Risk,0,Low Value
1840,19,13,1508.86,2019-04-24,2023-12-10,116.06615384615384,5,5,5,5.0,Champions,2,Premium
1841,320,4,213.49,2020-11-05,2023-02-12,53.3725,1,1,1,1.0,Lost,0,Low Value
1842,39,13,798.29,2020-11-25,2023-11-20,61.40692307692307,4,5,5,4.65,Champions,2,Premium
1843,49,9,265.98,2019-03-10,2023-11-10,29.553333333333335,3,2,1,1.9499999999999997,Potential Loyalists,0,Low Value
1844,36,11,359.53,2019-07-05,2023-11-23,32.68454545454545,4,4,2,3.2,Others,1,Mid Value
1845,42,14,514.14,2020-03-16,2023-11-17,36.72428571428571,4,5,3,3.85,Loyal Customers,2,Premium
1846,345,9,593.67,2019-02-28,2023-01-18,65.96333333333332,1,2,4,2.45,Others,3,High Value
1847,279,10,294.09000000000003,2019-01-13,2023-03-25,29.409000000000002,1,3,1,1.5,Others,0,Low Value
1848,377,11,422.29,2019-06-06,2022-12-17,38.39,1,4,2,2.1500000000000004,Others,3,High Value
1849,40,8,856.4,2019-01-02,2023-11-19,107.05,4,2,5,3.9,Others,2,Premium
1850,47,13,1028.02,2019-04-16,2023-11-12,79.07846153846154,3,5,5,4.3,Loyal Customers,2,Premium
1851,8,12,543.12,2019-02-17,2023-12-21,45.26,5,4,3,3.95,Loyal Customers,2,Premium
1852,4,14,767.4300000000001,2020-12-08,2023-12-25,54.816428571428574,5,5,5,5.0,Champions,2,Premium
1853,360,11,659.9300000000001,2020-05-21,2023-01-03,59.99363636363637,1,4,4,2.95,Others,3,High Value
1854,512,9,277.93,2019-06-08,2022-08-04,30.88111111111111,1,2,1,1.25,Lost,0,Low Value
1855,440,11,513.77,2019-06-25,2022-10-15,46.70636363636363,1,4,3,2.5500000000000003,Others,3,High Value
1856,34,9,422.12,2019-11-20,2023-11-25,46.90222222222222,4,2,2,2.7,Potential Loyalists,1,Mid Value
1857,8,12,601.44,2019-06-20,2023-12-21,50.120000000000005,5,4,4,4.35,Champions,2,Premium
1858,248,10,534.3,2019-01-13,2023-04-25,53.42999999999999,1,3,3,2.3000000000000003,Others,3,High Value
1859,141,14,745.28,2019-02-07,2023-08-10,53.23428571428571,2,5,4,3.55,Loyal Customers,3,High Value
1860,41,14,650.34,2019-07-09,2023-11-18,46.45285714285715,4,5,4,4.25,Champions,2,Premium
1861,86,10,2088.9399999999996,2019-09-04,2023-10-04,208.89399999999995,2,3,5,3.45,Loyal Customers,3,High Value
1862,464,9,602.46,2019-07-06,2022-09-21,66.94,1,2,4,2.45,Others,3,High Value
1863,416,9,616.46,2019-03-03,2022-11-08,68.49555555555555,1,2,4,2.45,Others,3,High Value
1864,92,7,232.01999999999998,2019-08-08,2023-09-28,33.145714285714284,2,1,1,1.35,Lost,0,Low Value
1865,57,6,268.19,2019-03-08,2023-11-02,44.69833333333333,3,1,1,1.6999999999999997,Potential Loyalists,0,Low Value
1866,8,10,346.38,2019-01-24,2023-12-21,34.638,5,3,2,3.3,Potential Loyalists,1,Mid Value
1867,10,11,679.56,2019-03-18,2023-12-19,61.778181818181814,5,4,4,4.35,Champions,2,Premium
1868,96,10,388.78999999999996,2019-04-25,2023-09-24,38.879,2,3,2,2.25,At Risk,0,Low Value
1869,142,10,719.44,2019-03-04,2023-08-09,71.944,2,3,4,3.05,Loyal Customers,3,High Value
1870,39,8,658.57,2019-02-03,2023-11-20,82.32125,4,2,4,3.5,Others,1,Mid Value
1871,95,9,415.92,2019-04-19,2023-09-25,46.21333333333334,2,2,2,2.0,At Risk,0,Low Value
1872,115,7,529.2,2019-02-21,2023-09-05,75.60000000000001,2,1,3,2.1500000000000004,Others,0,Low Value
1873,360,5,559.37,2020-08-25,2023-01-03,111.874,1,1,4,2.2,Others,0,Low Value
1874,113,15,647.35,2019-01-19,2023-09-07,43.156666666666666,2,5,4,3.55,Loyal Customers,3,High Value
1875,36,6,207.31,2020-08-13,2023-11-23,34.55166666666667,4,1,1,2.05,Potential Loyalists,1,Mid Value
1876,37,11,846.44,2019-02-07,2023-11-22,76.94909090909091,4,4,5,4.4,Champions,2,Premium
1877,9,11,573.83,2020-03-06,2023-12-20,52.16636363636364,5,4,4,4.35,Champions,2,Premium
1878,17,5,154.82999999999998,2019-11-24,2023-12-12,30.965999999999998,5,1,1,2.4,Potential Loyalists,1,Mid Value
1879,128,8,499.57,2019-06-13,2023-08-23,62.44625,2,2,3,2.4000000000000004,At Risk,0,Low Value
1880,4,13,390.87,2019-07-20,2023-12-25,30.06692307692308,5,5,2,3.8,Others,2,Premium
1881,47,16,1003.53,2019-08-11,2023-11-12,62.720625,3,5,5,4.3,Loyal Customers,2,Premium
1882,11,19,1023.76,2019-02-12,2023-12-18,53.8821052631579,5,5,5,5.0,Champions,2,Premium
1883,196,11,480.42,2020-02-21,2023-06-16,43.67454545454546,2,4,3,2.9000000000000004,Loyal Customers,3,High Value
1884,1,8,206.92000000000002,2019-11-14,2023-12-28,25.865000000000002,5,2,1,2.65,Potential Loyalists,1,Mid Value
1885,148,10,887.96,2019-04-08,2023-08-03,88.796,2,3,5,3.45,Loyal Customers,3,High Value
1886,225,4,139.54,2020-08-04,2023-05-18,34.885,2,1,1,1.35,Lost,0,Low Value
1887,25,15,745.51,2019-03-19,2023-12-04,49.70066666666666,4,5,4,4.25,Champions,2,Premium
1888,38,9,284.11,2019-05-12,2023-11-21,31.567777777777778,4,2,1,2.3,Potential Loyalists,1,Mid Value
1889,383,5,171.12,2019-10-22,2022-12-11,34.224000000000004,1,1,1,1.0,Lost,0,Low Value
1890,97,7,629.14,2019-06-27,2023-09-23,89.87714285714286,2,1,4,2.55,Others,0,Low Value
1891,95,13,506.31,2019-03-25,2023-09-25,38.94692307692308,2,5,3,3.1500000000000004,Loyal Customers,3,High Value
1892,38,10,556.3100000000001,2019-11-17,2023-11-21,55.63100000000001,4,3,4,3.75,Loyal Customers,2,Premium
1893,23,7,260.34,2019-04-03,2023-12-06,37.19142857142857,5,1,1,2.4,Potential Loyalists,1,Mid Value
1894,313,4,208.88,2020-12-04,2023-02-19,52.22,1,1,1,1.0,Lost,0,Low Value
1895,4,14,730.65,2019-03-27,2023-12-25,52.18928571428571,5,5,4,4.6,Champions,2,Premium
1896,42,9,359.22,2019-01-21,2023-11-17,39.913333333333334,4,2,2,2.7,Potential Loyalists,1,Mid Value
1897,54,10,1127.96,2019-11-05,2023-11-05,112.796,3,3,5,3.8,Loyal Customers,3,High Value
1898,49,7,195.4,2019-10-22,2023-11-10,27.914285714285715,3,1,1,1.6999999999999997,Potential Loyalists,0,Low Value
1899,73,13,749.18,2019-07-26,2023-10-17,57.629230769230766,3,5,4,3.9,Loyal Customers,2,Premium
1900,4,12,1273.67,2019-07-10,2023-12-25,106.13916666666667,5,4,5,4.75,Champions,2,Premium
1901,94,14,998.5600000000001,2019-07-06,2023-09-26,71.32571428571428,2,5,5,3.95,Loyal Customers,3,High Value
1902,283,16,793.09,2019-03-22,2023-03-21,49.568125,1,5,5,3.6,Others,3,High Value
1903,9,14,549.13,2019-06-14,2023-12-20,39.223571428571425,5,5,3,4.2,Loyal Customers,2,Premium
1904,463,13,561.63,2019-05-16,2022-09-22,43.20230769230769,1,5,4,3.2,Others,3,High Value
1905,38,8,253.65,2019-01-20,2023-11-21,31.70625,4,2,1,2.3,Potential Loyalists,1,Mid Value
1906,113,8,627.47,2019-11-03,2023-09-07,78.43375,2,2,4,2.8,At Risk,3,High Value
1907,253,9,1078.21,2019-11-13,2023-04-20,119.80111111111111,1,2,5,2.85,Others,3,High Value
1908,2,6,243.54,2019-11-23,2023-12-27,40.589999999999996,5,1,1,2.4,Potential Loyalists,1,Mid Value
1909,95,7,394.47,2019-08-06,2023-09-25,56.35285714285715,2,1,2,1.75,Lost,0,Low Value
1910,215,14,487.76,2019-07-25,2023-05-28,34.839999999999996,2,5,3,3.1500000000000004,Loyal Customers,3,High Value
1911,85,8,284.42,2019-07-11,2023-10-05,35.5525,3,2,1,1.9499999999999997,Potential Loyalists,0,Low Value
1912,28,6,293.03000000000003,2019-03-11,2023-12-01,48.83833333333334,4,1,1,2.05,Potential Loyalists,1,Mid Value
1913,5,10,537.74,2019-01-28,2023-12-24,53.774,5,3,3,3.7,Loyal Customers,1,Mid Value
1914,20,8,565.41,2019-11-14,2023-12-09,70.67625,5,2,4,3.85,Others,1,Mid Value
1915,73,6,405.63,2019-01-22,2023-10-17,67.605,3,1,2,2.0999999999999996,Potential Loyalists,0,Low Value
1916,206,5,1124.45,2019-08-14,2023-06-06,224.89000000000001,2,1,5,2.95,Others,3,High Value
1917,2,11,1141.15,2019-05-08,2023-12-27,103.7409090909091,5,4,5,4.75,Champions,2,Premium
1918,45,13,922.98,2019-05-11,2023-11-14,70.99846153846154,3,5,5,4.3,Loyal Customers,2,Premium
1919,51,14,497.63,2019-02-23,2023-11-08,35.545,3,5,3,3.5,Loyal Customers,2,Premium
1920,9,10,431.72,2019-11-05,2023-12-20,43.172000000000004,5,3,3,3.7,Loyal Customers,1,Mid Value
1921,129,14,412.45,2019-07-26,2023-08-22,29.460714285714285,2,5,2,2.75,At Risk,3,High Value
1922,401,16,904.64,2019-09-07,2022-11-23,56.54,1,5,5,3.6,Others,3,High Value
1923,287,16,1853.24,2019-01-24,2023-03-17,115.8275,1,5,5,3.6,Others,3,High Value
1924,248,10,804.34,2019-03-12,2023-04-25,80.434,1,3,5,3.1,Others,3,High Value
1925,42,13,764.09,2019-05-02,2023-11-17,58.776153846153846,4,5,4,4.25,Champions,2,Premium
1926,41,13,445.36,2019-02-25,2023-11-18,34.25846153846154,4,5,3,3.85,Loyal Customers,2,Premium
1927,130,14,782.72,2019-08-03,2023-08-21,55.90857142857143,2,5,5,3.95,Loyal Customers,3,High Value
1928,4,15,1303.92,2019-09-11,2023-12-25,86.92800000000001,5,5,5,5.0,Champions,2,Premium
1929,50,11,635.0699999999999,2019-08-06,2023-11-09,57.73363636363636,3,4,4,3.65,Loyal Customers,3,High Value
1930,671,6,471.5,2020-10-16,2022-02-26,78.58333333333333,1,1,3,1.8000000000000003,Others,0,Low Value
1931,57,13,1034.45,2019-03-27,2023-11-02,79.57307692307693,3,5,5,4.3,Loyal Customers,2,Premium
1932,481,3,140.47,2019-09-07,2022-09-04,46.82333333333333,1,1,1,1.0,Lost,0,Low Value
1933,201,5,197.54,2019-12-23,2023-06-11,39.507999999999996,2,1,1,1.35,Lost,0,Low Value
1934,13,11,688.96,2019-10-28,2023-12-16,62.63272727272727,5,4,4,4.35,Champions,2,Premium
1935,130,10,621.34,2019-02-22,2023-08-21,62.134,2,3,4,3.05,Loyal Customers,3,High Value
1936,13,13,844.22,2019-02-02,2023-12-16,64.94,5,5,5,5.0,Champions,2,Premium
1937,36,11,596.38,2019-09-05,2023-11-23,54.21636363636364,4,4,4,4.0,Champions,2,Premium
1938,54,4,185.41,2021-11-05,2023-11-05,46.3525,3,1,1,1.6999999999999997,Potential Loyalists,0,Low Value
1939,9,18,601.84,2019-11-01,2023-12-20,33.43555555555556,5,5,4,4.6,Champions,2,Premium
1940,58,5,122.22,2020-08-19,2023-11-01,24.444,3,1,1,1.6999999999999997,Potential Loyalists,0,Low Value
1941,14,14,514.24,2019-02-13,2023-12-15,36.73142857142857,5,5,3,4.2,Loyal Customers,2,Premium
1942,409,9,288.42,2019-06-06,2022-11-15,32.04666666666667,1,2,1,1.25,Lost,0,Low Value
1943,756,10,385.14,2019-01-05,2021-12-03,38.513999999999996,1,3,2,1.9000000000000001,Others,0,Low Value
1944,36,7,247.78,2019-12-16,2023-11-23,35.39714285714286,4,1,1,2.05,Potential Loyalists,1,Mid Value
1945,56,12,983.37,2020-06-03,2023-11-03,81.9475,3,4,5,4.05,Loyal Customers,2,Premium
1946,68,7,503.09,2019-11-06,2023-10-22,71.86999999999999,3,1,3,2.5,Potential Loyalists,1,Mid Value
1947,32,13,693.23,2019-01-04,2023-11-27,53.325384615384614,4,5,4,4.25,Champions,2,Premium
1948,103,9,540.99,2019-06-26,2023-09-17,60.11,2,2,3,2.4000000000000004,At Risk,0,Low Value
1949,8,4,143.98,2021-03-01,2023-12-21,35.995,5,1,1,2.4,Potential Loyalists,1,Mid Value
1950,65,8,953.49,2019-02-12,2023-10-25,119.18625,3,2,5,3.55,At Risk,3,High Value
1951,205,19,2561.66,2019-02-10,2023-06-07,134.8242105263158,2,5,5,3.95,Loyal Customers,3,High Value
1952,55,11,1498.1000000000001,2019-11-17,2023-11-04,136.19090909090912,3,4,5,4.05,Loyal Customers,2,Premium
1953,51,14,559.3199999999999,2019-04-07,2023-11-08,39.951428571428565,3,5,4,3.9,Loyal Customers,2,Premium
1954,310,10,709.88,2019-01-20,2023-02-22,70.988,1,3,4,2.7,Others,3,High Value
1955,227,9,1063.31,2019-02-18,2023-05-16,118.14555555555555,2,2,5,3.2,At Risk,3,High Value
1956,161,9,355.39,2019-03-21,2023-07-21,39.48777777777778,2,2,2,2.0,At Risk,0,Low Value
1957,79,7,177.74,2020-09-26,2023-10-11,25.391428571428573,3,1,1,1.6999999999999997,Potential Loyalists,0,Low Value
1958,12,10,502.78,2019-11-14,2023-12-17,50.278,5,3,3,3.7,Loyal Customers,1,Mid Value
1959,1,8,339.85,2019-12-11,2023-12-28,42.48125,5,2,2,3.05,Potential Loyalists,1,Mid Value
1960,53,9,278.7,2020-11-09,2023-11-06,30.966666666666665,3,2,1,1.9499999999999997,Potential Loyalists,0,Low Value
1961,383,7,343.3,2019-12-22,2022-12-11,49.042857142857144,1,1,2,1.4,Lost,0,Low Value
1962,344,7,425.93,2019-11-16,2023-01-19,60.847142857142856,1,1,2,1.4,Lost,0,Low Value
1963,408,10,691.34,2019-11-06,2022-11-16,69.134,1,3,4,2.7,Others,3,High Value
1964,8,19,1296.91,2019-03-05,2023-12-21,68.25842105263159,5,5,5,5.0,Champions,2,Premium
1965,160,10,454.8,2019-08-07,2023-07-22,45.480000000000004,2,3,3,2.6500000000000004,Loyal Customers,3,High Value
1966,140,9,364.15,2019-01-15,2023-08-11,40.46111111111111,2,2,2,2.0,At Risk,0,Low Value
1967,20,8,495.76,2019-03-05,2023-12-09,61.97,5,2,3,3.45,Potential Loyalists,1,Mid Value
1968,27,10,284.96,2019-03-10,2023-12-02,28.496,4,3,1,2.55,Potential Loyalists,1,Mid Value
1969,400,7,408.40999999999997,2019-01-03,2022-11-24,58.34428571428571,1,1,2,1.4,Lost,0,Low Value
1970,222,8,323.71,2019-10-05,2023-05-21,40.46375,2,2,2,2.0,At Risk,0,Low Value
1971,33,15,828.45,2019-04-17,2023-11-26,55.230000000000004,4,5,5,4.65,Champions,2,Premium
1972,106,8,656.1,2020-02-21,2023-09-14,82.0125,2,2,4,2.8,At Risk,3,High Value
1973,753,12,916.06,2019-02-21,2021-12-06,76.33833333333332,1,4,5,3.35,Others,3,High Value
1974,42,9,974.1700000000001,2020-05-15,2023-11-17,108.24111111111112,4,2,5,3.9,Others,2,Premium
1975,112,16,804.95,2019-01-20,2023-09-08,50.309375,2,5,5,3.95,Loyal Customers,3,High Value
1976,92,12,497.57,2019-05-24,2023-09-28,41.464166666666664,2,4,3,2.9000000000000004,Loyal Customers,3,High Value
1977,62,7,498.49,2019-04-16,2023-10-28,71.21285714285715,3,1,3,2.5,Potential Loyalists,1,Mid Value
1978,48,8,590.83,2019-01-11,2023-11-11,73.85375,3,2,4,3.15,At Risk,3,High Value
1979,217,12,556.12,2019-02-09,2023-05-26,46.343333333333334,2,4,4,3.3,Loyal Customers,3,High Value
1980,8,9,298.92,2020-09-02,2023-12-21,33.21333333333334,5,2,1,2.65,Potential Loyalists,1,Mid Value
1981,8,10,361.44,2019-11-17,2023-12-21,36.144,5,3,2,3.3,Potential Loyalists,1,Mid Value
1982,32,7,330.62,2020-06-24,2023-11-27,47.23142857142857,4,1,2,2.45,Potential Loyalists,1,Mid Value
1983,42,12,428.53000000000003,2019-03-05,2023-11-17,35.71083333333333,4,4,3,3.6,Loyal Customers,2,Premium
1984,476,9,319.67,2019-01-06,2022-09-09,35.51888888888889,1,2,2,1.65,Lost,0,Low Value
1985,416,12,468.84000000000003,2019-05-21,2022-11-08,39.07,1,4,3,2.5500000000000003,Others,3,High Value
1986,240,9,547.54,2020-07-05,2023-05-03,60.837777777777774,2,2,3,2.4000000000000004,At Risk,0,Low Value
1987,666,6,617.77,2019-03-17,2022-03-03,102.96166666666666,1,1,4,2.2,Others,0,Low Value
1988,6,16,1115.04,2019-02-16,2023-12-23,69.69,5,5,5,5.0,Champions,2,Premium
1989,56,8,389.59000000000003,2019-11-18,2023-11-03,48.698750000000004,3,2,2,2.3499999999999996,Potential Loyalists,1,Mid Value
1990,161,10,849.01,2019-10-07,2023-07-21,84.901,2,3,5,3.45,Loyal Customers,3,High Value
1991,49,12,480.57,2019-02-09,2023-11-10,40.0475,3,4,3,3.25,Loyal Customers,3,High Value
1992,200,6,335.44,2020-12-02,2023-06-12,55.906666666666666,2,1,2,1.75,Lost,0,Low Value
1993,251,13,394.61,2019-03-24,2023-04-22,30.354615384615386,1,5,2,2.4000000000000004,Others,3,High Value
1994,58,12,706.76,2019-05-27,2023-11-01,58.89666666666667,3,4,4,3.65,Loyal Customers,3,High Value
1995,381,10,860.3100000000001,2019-07-06,2022-12-13,86.031,1,3,5,3.1,Others,3,High Value
1996,69,9,807.46,2020-02-06,2023-10-21,89.71777777777778,3,2,5,3.55,At Risk,3,High Value
1997,179,11,599.76,2019-04-02,2023-07-03,54.52363636363636,2,4,4,3.3,Loyal Customers,3,High Value
1998,320,9,517.37,2019-11-12,2023-02-12,57.48555555555556,1,2,3,2.0500000000000003,Others,0,Low Value
1999,5,10,830.97,2019-04-22,2023-12-24,83.09700000000001,5,3,5,4.5,Loyal Customers,2,Premium
2000,64,11,367.78000000000003,2019-10-12,2023-10-26,33.43454545454546,3,4,2,2.8499999999999996,At Risk,1,Mid Value
2001,57,12,803.3399999999999,2019-04-23,2023-11-02,66.945,3,4,5,4.05,Loyal Customers,2,Premium
2002,130,13,584.71,2019-07-19,2023-08-21,44.97769230769231,2,5,4,3.55,Loyal Customers,3,High Value
2003,293,9,572.95,2019-01-21,2023-03-11,63.66111111111112,1,2,4,2.45,Others,3,High Value
2004,240,14,512.98,2019-02-28,2023-05-03,36.64142857142857,2,5,3,3.1500000000000004,Loyal Customers,3,High Value
2005,68,12,486.03,2019-04-20,2023-10-22,40.5025,3,4,3,3.25,Loyal Customers,3,High Value
2006,50,13,636.27,2019-08-20,2023-11-09,48.94384615384615,3,5,4,3.9,Loyal Customers,2,Premium
2007,7,16,734.3299999999999,2019-08-23,2023-12-22,45.895624999999995,5,5,4,4.6,Champions,2,Premium
2008,11,11,400.88,2019-02-15,2023-12-18,36.443636363636365,5,4,2,3.55,Others,1,Mid Value
2009,370,9,505.8,2019-05-19,2022-12-24,56.2,1,2,3,2.0500000000000003,Others,0,Low Value
2010,267,9,966.63,2019-03-16,2023-04-06,107.40333333333334,1,2,5,2.85,Others,3,High Value
2011,623,8,340.85,2019-11-24,2022-04-15,42.60625,1,2,2,1.65,Lost,0,Low Value
2012,36,10,746.77,2020-01-20,2023-11-23,74.67699999999999,4,3,4,3.75,Loyal Customers,2,Premium
2013,4,11,856.42,2019-08-07,2023-12-25,77.85636363636364,5,4,5,4.75,Champions,2,Premium
2014,49,7,352.28,2019-05-24,2023-11-10,50.325714285714284,3,1,2,2.0999999999999996,Potential Loyalists,0,Low Value
2015,46,13,789.36,2019-11-13,2023-11-13,60.72,3,5,5,4.3,Loyal Customers,2,Premium
2016,46,11,418.16,2019-08-22,2023-11-13,38.014545454545456,3,4,2,2.8499999999999996,At Risk,1,Mid Value
2017,44,8,316.33000000000004,2020-07-22,2023-11-15,39.541250000000005,4,2,1,2.3,Potential Loyalists,1,Mid Value
2018,34,16,820.0899999999999,2019-05-26,2023-11-25,51.255624999999995,4,5,5,4.65,Champions,2,Premium
2019,2,14,570.55,2019-04-01,2023-12-27,40.753571428571426,5,5,4,4.6,Champions,2,Premium
2020,38,12,492.0,2019-12-28,2023-11-21,41.0,4,4,3,3.6,Loyal Customers,2,Premium
2021,14,11,376.13,2019-05-24,2023-12-15,34.193636363636365,5,4,2,3.55,Others,1,Mid Value
2022,36,11,619.0600000000001,2019-11-10,2023-11-23,56.27818181818182,4,4,4,4.0,Champions,2,Premium
2023,159,7,406.28999999999996,2019-02-20,2023-07-23,58.04142857142857,2,1,2,1.75,Lost,0,Low Value
2024,58,10,1577.34,2019-10-04,2023-11-01,157.73399999999998,3,3,5,3.8,Loyal Customers,3,High Value
2025,65,9,291.4,2019-03-25,2023-10-25,32.37777777777777,3,2,1,1.9499999999999997,Potential Loyalists,0,Low Value
2026,482,4,134.91,2020-11-12,2022-09-03,33.7275,1,1,1,1.0,Lost,0,Low Value
2027,405,7,395.34000000000003,2019-02-19,2022-11-19,56.47714285714286,1,1,2,1.4,Lost,0,Low Value
2028,291,11,375.59999999999997,2019-08-18,2023-03-13,34.14545454545454,1,4,2,2.1500000000000004,Others,3,High Value
2029,129,6,271.71,2019-12-18,2023-08-22,45.285,2,1,1,1.35,Lost,0,Low Value
2030,105,6,343.89,2021-12-09,2023-09-15,57.315,2,1,2,1.75,Lost,0,Low Value
2031,2,7,187.06,2021-05-20,2023-12-27,26.722857142857144,5,1,1,2.4,Potential Loyalists,1,Mid Value
2032,109,6,163.18,2019-10-05,2023-09-11,27.19666666666667,2,1,1,1.35,Lost,0,Low Value
2033,266,11,406.91,2019-04-23,2023-04-07,36.99181818181818,1,4,2,2.1500000000000004,Others,3,High Value
2034,110,7,224.72,2019-05-06,2023-09-10,32.10285714285714,2,1,1,1.35,Lost,0,Low Value
2035,23,9,304.62,2019-10-04,2023-12-06,33.846666666666664,5,2,1,2.65,Potential Loyalists,1,Mid Value
2036,42,13,472.94,2019-02-11,2023-11-17,36.38,4,5,3,3.85,Loyal Customers,2,Premium
2037,202,13,677.78,2019-11-06,2023-06-10,52.136923076923075,2,5,4,3.55,Loyal Customers,3,High Value
2038,52,13,656.48,2019-04-17,2023-11-07,50.49846153846154,3,5,4,3.9,Loyal Customers,2,Premium
2039,444,8,444.15000000000003,2019-11-11,2022-10-11,55.518750000000004,1,2,3,2.0500000000000003,Others,0,Low Value
2040,62,12,519.03,2019-03-01,2023-10-28,43.2525,3,4,3,3.25,Loyal Customers,3,High Value
2041,98,15,560.93,2019-03-14,2023-09-22,37.39533333333333,2,5,4,3.55,Loyal Customers,3,High Value
2042,32,13,432.52,2019-11-15,2023-11-27,33.27076923076923,4,5,3,3.85,Loyal Customers,2,Premium
2043,51,9,374.8,2019-02-21,2023-11-08,41.644444444444446,3,2,2,2.3499999999999996,Potential Loyalists,1,Mid Value
2044,54,9,286.85,2020-10-26,2023-11-05,31.872222222222224,3,2,1,1.9499999999999997,Potential Loyalists,0,Low Value
2045,39,6,183.98,2019-11-13,2023-11-20,30.66333333333333,4,1,1,2.05,Potential Loyalists,1,Mid Value
2046,50,7,311.34000000000003,2019-02-15,2023-11-09,44.47714285714286,3,1,1,1.6999999999999997,Potential Loyalists,0,Low Value
2047,167,8,346.64,2019-02-13,2023-07-15,43.33,2,2,2,2.0,At Risk,0,Low Value
2048,24,5,418.64,2019-01-28,2023-12-05,83.728,5,1,2,2.8,Potential Loyalists,1,Mid Value
2049,42,7,566.75,2019-05-08,2023-11-17,80.96428571428571,4,1,4,3.25,Others,1,Mid Value
2050,174,10,378.21,2019-11-13,2023-07-08,37.821,2,3,2,2.25,At Risk,0,Low Value
2051,265,15,652.0699999999999,2019-01-28,2023-04-08,43.47133333333333,1,5,4,3.2,Others,3,High Value
2052,763,10,543.71,2019-08-19,2021-11-26,54.371,1,3,3,2.3000000000000003,Others,3,High Value
2053,37,9,658.17,2019-10-02,2023-11-22,73.13,4,2,4,3.5,Others,1,Mid Value
2054,66,12,1281.27,2019-11-19,2023-10-24,106.7725,3,4,5,4.05,Loyal Customers,2,Premium
2055,47,11,384.18,2019-01-24,2023-11-12,34.92545454545455,3,4,2,2.8499999999999996,At Risk,1,Mid Value
